Multimoto,0,0,50,94,83,77,100,66,16,0,0,0,0,0,0,0,0,0,0,0,66,61,72,77,66,61,38,11,0,0,0,0,0,0,0,0,0,0,61,72,77,66,50,38,27,22,0,0,0,0,0,0,0,0,0,0,61,83,83,66,61,66,50,0,0,0,0,0,0,0,0,0,0,0,72,72,66,66,61,50,38,22,0,0,0,0,0,0,0,0,0,0,50,94,83,77,100,66,16,0,0,0,0,0,0,0,0,0,0,0,66,61,72,77,66,61,38,11,0,0,0,0,0,0,0,0,0,0,61,72,77,66,50,38,27,22,0,0,0,0,0,0,0,0,0,0,61,83,83,66,61,66,50,0,0,0,0,0,0,0,0,0,0,0,72,72,66,66
Żabka,0,5,14,22,30,35,40,45,51,60,72,84,91,91,83,67,48,29,0,14,22,28,32,33,30,29,32,36,42,45,42,40,42,48,46,28,0,1,7,15,25,34,42,47,48,50,51,55,60,63,60,52,39,25,0,15,25,33,38,40,42,47,57,71,85,96,100,97,91,82,63,34,0,3,9,15,21,28,35,41,48,55,65,76,86,94,91,79,61,41,0,11,17,23,34,47,63,77,83,78,66,55,58,72,90,90,69,38,0,5,14,22,30,35,40,45,51,60,72,84,91,91,83,67,48,29,0,14,22,28,32,33,30,29,32,36,42,45,42,40,42,48,46,28,0,1,7,15,25,34,42,47,48,50,51,55,60,63,60,52,39,25,0,15,25,33,38,40
PREMIO PROMYK SERWIS,0,15,53,96,100,64,40,48,76,98,98,76,0,0,0,0,0,0,0,30,76,81,52,52,63,59,53,59,64,59,0,0,0,0,0,0,0,28,55,77,84,75,65,69,78,84,75,56,0,0,0,0,0,0,0,23,56,77,68,55,57,67,75,75,68,56,0,0,0,0,0,0,0,22,42,61,77,86,89,90,89,84,72,55,0,0,0,0,0,0,0,0,19,40,59,59,42,0,0,0,0,0,0,0,0,0,0,0,0,15,53,96,100,64,40,48,76,98,98,76,0,0,0,0,0,0,0,30,76,81,52,52,63,59,53,59,64,59,0,0,0,0,0,0,0,28,55,77,84,75,65,69,78,84,75,56,0,0,0,0,0,0,0,23,56,77,68,55
Bell of Peace and Friendship Among Nations,0,0,0,0,0,7,34,53,38,38,59,79,82,65,40,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,31,34,27,13,9,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,1,7,15,14,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,6,6,5,3,1,1,2,0,0,0,0,0,0,1,4,10,20,32,43,52,59,66,75,81,80,70,61,73,100,96,52,15,2,0,0,0,0,0,0,0,0,7,34,53,38,38,59,79,82,65,40,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,31,34,27,13,9,8,5,1,0,0,0,0,0,0,0
Pomnik Armii Poznań,1,0,1,1,1,1,2,3,5,11,41,92,100,58,33,33,35,31,22,12,5,1,1,1,1,1,1,2,6,11,14,11,7,2,1,1,1,1,1,5,7,5,1,1,1,1,1,1,1,1,0,1,1,2,3,5,5,3,1,1,1,0,1,5,7,2,1,1,1,0,1,0,0,0,1,0,0,1,3,14,18,10,0,1,2,3,5,6,6,6,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,10,10,9,9,11,12,10,5,1,1,1,0,0,0,1,1,0,1,1,1,2,3,3,2,2,5,10,16,22,24,23,18,11,6,1,1,1,1,1,0,0,1,1,3,5,7,9,10,11,11,16,33,58,64,45,18,3,1,0,0
Silvan Logistics - Spedycja Poznań,0,0,57,63,72,84,85,79,79,77,0,0,0,0,0,0,0,0,0,0,89,92,81,82,90,89,76,54,0,0,0,0,0,0,0,0,0,0,59,82,81,64,59,69,72,56,0,0,0,0,0,0,0,0,0,0,78,100,85,79,88,89,77,55,0,0,0,0,0,0,0,0,0,0,61,77,66,53,59,68,63,44,0,0,0,0,0,0,0,0,0,0,57,63,72,84,85,79,79,77,0,0,0,0,0,0,0,0,0,0,89,92,81,82,90,89,76,54,0,0,0,0,0,0,0,0,0,0,59,82,81,64,59,69,72,56,0,0,0,0,0,0,0,0,0,0,78,100,85,79,88,89,77,55,0,0,0,0,0,0,0,0,0,0,61,77,66,53
Sąd Okręgowy,0,41,73,94,94,90,94,96,82,55,30,14,0,0,0,0,0,0,0,41,73,94,98,98,100,93,72,44,0,0,0,0,0,0,0,0,0,46,77,93,96,97,97,87,67,43,0,0,0,0,0,0,0,0,0,39,72,96,99,93,93,92,76,48,0,0,0,0,0,0,0,0,0,43,75,94,94,91,91,83,63,39,0,0,0,0,0,0,0,0,0,41,73,94,94,90,94,96,82,55,30,14,0,0,0,0,0,0,0,41,73,94,98,98,100,93,72,44,0,0,0,0,0,0,0,0,0,46,77,93,96,97,97,87,67,43,0,0,0,0,0,0,0,0,0,39,72,96,99,93,93,92,76,48,0,0,0,0,0,0,0,0,0,43,75,94,94,91
aPit Sp. z o.o. Doradca podatkowy,0,0,25,44,52,44,38,42,46,35,0,0,0,0,0,0,0,0,0,0,23,38,38,39,46,48,43,34,0,0,0,0,0,0,0,0,0,0,53,64,48,64,100,94,76,90,0,0,0,0,0,0,0,0,0,0,26,38,42,38,38,42,43,35,0,0,0,0,0,0,0,0,0,0,25,30,31,42,44,35,28,23,0,0,0,0,0,0,0,0,0,0,25,44,52,44,38,42,46,35,0,0,0,0,0,0,0,0,0,0,23,38,38,39,46,48,43,34,0,0,0,0,0,0,0,0,0,0,53,64,48,64,100,94,76,90,0,0,0,0,0,0,0,0,0,0,26,38,42,38,38,42,43,35,0,0,0,0,0,0,0,0,0,0,25,30,31,42
Żabka,0,0,0,14,26,40,49,57,65,76,90,100,92,69,0,0,0,0,0,8,11,14,20,26,35,47,61,73,82,84,78,66,50,33,18,6,0,2,3,12,24,33,41,42,40,36,34,32,32,30,27,23,18,13,0,10,16,23,28,34,38,43,46,50,53,56,57,56,51,42,31,20,0,11,22,32,43,50,53,54,53,53,55,57,57,51,41,27,14,5,0,6,11,16,21,25,31,38,47,53,55,52,46,41,36,34,30,23,0,4,7,11,18,30,43,53,58,54,47,44,53,73,91,93,74,44,0,0,0,14,26,40,49,57,65,76,90,100,92,69,0,0,0,0,0,8,11,14,20,26,35,47,61,73,82,84,78,66,50,33,18,6,0,2,3,12,24,33
Sklep Biegacza,0,0,0,0,0,56,71,68,51,38,37,41,36,0,0,0,0,0,0,0,0,0,0,33,50,55,48,43,50,55,41,0,0,0,0,0,0,0,0,0,0,46,50,37,29,33,41,41,32,0,0,0,0,0,0,0,0,0,0,30,37,37,35,40,53,59,46,0,0,0,0,0,0,0,0,0,0,35,50,55,51,58,77,74,41,0,0,0,0,0,0,0,0,0,40,77,100,88,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,71,68,51,38,37,41,36,0,0,0,0,0,0,0,0,0,0,33,50,55,48,43,50,55,41,0,0,0,0,0,0,0,0,0,0,46,50,37,29,33,41,41,32,0,0,0,0,0,0,0,0,0,0,30
Lidl,0,19,32,43,49,51,52,59,71,83,86,82,80,87,92,78,47,0,0,26,33,37,40,42,47,55,65,72,75,75,76,76,70,56,35,0,0,27,35,41,44,44,46,51,59,68,75,81,85,83,72,52,28,0,0,20,28,33,36,42,53,63,67,68,69,76,86,90,82,63,39,0,0,24,33,40,44,47,52,59,68,76,83,87,92,94,88,70,44,0,0,11,19,30,42,54,65,75,81,83,80,76,78,89,100,88,55,0,0,19,32,43,49,51,52,59,71,83,86,82,80,87,92,78,47,0,0,26,33,37,40,42,47,55,65,72,75,75,76,76,70,56,35,0,0,27,35,41,44,44,46,51,59,68,75,81,85,83,72,52,28,0,0,20,28,33,36,42
Władysław Czarnecki Park,0,0,2,5,10,17,25,34,41,49,59,74,92,100,89,62,34,14,4,0,1,1,1,1,1,0,0,1,2,3,6,11,17,24,32,39,45,47,45,38,28,16,7,0,1,1,1,1,1,1,3,6,10,14,16,17,17,18,21,29,39,44,38,25,13,6,1,1,1,1,1,1,1,1,1,0,2,3,5,7,10,15,22,33,45,52,50,40,25,12,2,1,1,1,1,1,1,1,1,1,5,12,19,25,27,28,32,39,46,50,47,38,25,13,4,1,1,1,1,1,1,1,0,2,3,5,6,9,12,18,26,36,46,51,50,44,33,21,11,3,1,1,1,1,1,1,0,4,8,12,16,20,24,28,33,38,42,43,40,35,27,18,11,5,0,1,1,1
Bar u Grochowej,0,0,0,0,0,0,23,50,80,100,93,67,37,0,0,0,0,0,0,0,0,0,0,0,13,21,27,31,34,38,41,39,26,0,0,0,0,0,0,0,0,0,6,21,34,36,38,47,54,45,25,0,0,0,0,0,0,0,0,0,17,29,38,41,40,38,35,27,17,0,0,0,0,0,0,0,0,0,17,29,38,42,42,42,42,38,26,0,0,0,0,0,0,0,0,0,16,26,30,31,34,42,50,50,40,0,0,0,0,0,0,0,0,0,23,49,74,80,65,54,61,64,41,0,0,0,0,0,0,0,0,0,23,50,80,100,93,67,37,0,0,0,0,0,0,0,0,0,0,0,13,21,27,31,34,38,41,39,26,0,0,0,0,0,0,0,0,0
Klinika Misja Sokoła (dawniej Medyk Poliklinika),0,0,24,33,38,44,56,75,88,83,61,35,0,0,0,0,0,0,0,0,34,84,100,76,65,65,55,36,18,7,0,0,0,0,0,0,0,0,46,53,36,41,50,61,75,70,41,15,0,0,0,0,0,0,0,0,51,77,70,44,30,34,38,35,27,14,0,0,0,0,0,0,0,0,32,55,47,46,67,87,87,68,41,20,0,0,0,0,0,0,0,0,24,33,38,44,56,75,88,83,61,35,0,0,0,0,0,0,0,0,34,84,100,76,65,65,55,36,18,7,0,0,0,0,0,0,0,0,46,53,36,41,50,61,75,70,41,15,0,0,0,0,0,0,0,0,51,77,70,44,30,34,38,35,27,14,0,0,0,0,0,0,0,0,32,55,47,46
Przychodnia studencka Piątkowska 94 Poznań,0,0,51,83,96,84,72,68,34,5,0,1,0,0,0,0,0,0,0,0,51,77,79,71,68,60,41,21,7,0,0,0,0,0,0,0,0,0,62,100,96,80,79,62,27,6,2,2,0,0,0,0,0,0,0,0,58,90,80,63,62,46,19,5,1,1,0,0,0,0,0,0,0,0,29,47,46,35,31,27,16,5,1,1,0,0,0,0,0,0,0,0,51,83,96,84,72,68,34,5,0,1,0,0,0,0,0,0,0,0,51,77,79,71,68,60,41,21,7,0,0,0,0,0,0,0,0,0,62,100,96,80,79,62,27,6,2,2,0,0,0,0,0,0,0,0,58,90,80,63,62,46,19,5,1,1,0,0,0,0,0,0,0,0,29,47,46,35
Medical Center Dynasplint,0,0,0,0,36,51,64,72,71,62,49,33,0,0,0,0,0,0,0,0,0,0,54,77,79,69,70,74,57,28,0,0,0,0,0,0,0,0,0,0,87,100,72,39,40,67,74,45,0,0,0,0,0,0,0,0,0,0,50,63,63,53,52,64,59,30,0,0,0,0,0,0,0,0,0,0,65,59,54,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,64,72,71,62,49,33,0,0,0,0,0,0,0,0,0,0,54,77,79,69,70,74,57,28,0,0,0,0,0,0,0,0,0,0,87,100,72,39,40,67,74,45,0,0,0,0,0,0,0,0,0,0,50,63,63,53,52,64,59,30,0,0,0,0,0,0,0,0,0,0,65,59
NOVAX,0,15,31,42,50,47,47,52,60,73,78,76,65,50,34,23,0,0,0,10,23,39,57,71,78,81,78,78,78,78,65,47,50,52,0,0,0,13,34,39,26,23,36,44,44,50,63,76,84,76,60,39,0,0,0,13,23,36,52,65,73,76,71,60,55,68,89,81,44,13,0,0,0,13,28,39,42,36,26,26,39,57,73,73,55,81,100,7,0,0,0,0,0,26,71,57,57,81,92,86,55,0,0,0,0,0,0,0,0,15,31,42,50,47,47,52,60,73,78,76,65,50,34,23,0,0,0,10,23,39,57,71,78,81,78,78,78,78,65,47,50,52,0,0,0,13,34,39,26,23,36,44,44,50,63,76,84,76,60,39,0,0,0,13,23,36,52,65
Apteka Dr.Max,0,0,0,10,30,57,79,88,83,78,81,89,91,76,51,24,0,0,0,0,29,40,53,64,72,78,80,82,85,88,88,80,65,43,0,0,0,0,19,33,46,56,61,66,73,84,94,98,95,83,66,47,0,0,0,0,23,34,47,59,68,72,73,72,74,83,93,93,77,50,0,0,0,0,28,39,53,67,80,91,96,97,95,97,100,91,67,36,0,0,0,0,22,50,76,86,80,72,75,84,90,88,75,57,38,22,0,0,0,0,0,17,30,44,58,65,67,65,68,78,89,89,72,45,0,0,0,0,0,10,30,57,79,88,83,78,81,89,91,76,51,24,0,0,0,0,29,40,53,64,72,78,80,82,85,88,88,80,65,43,0,0,0,0,19,33,46,56
Kaufland Poznań,0,6,12,21,31,41,50,55,56,55,57,64,73,75,63,42,20,0,0,10,16,24,33,43,51,57,60,61,61,64,70,72,63,43,22,0,0,10,16,24,32,40,47,52,54,55,56,61,69,73,64,45,24,0,0,9,16,25,36,48,56,59,58,57,60,67,72,71,59,41,23,0,0,11,20,31,43,56,67,74,78,77,75,77,82,85,75,53,29,0,0,12,25,42,62,81,94,100,96,89,81,78,77,74,64,49,31,0,0,6,12,21,31,41,50,55,56,55,57,64,73,75,63,42,20,0,0,10,16,24,33,43,51,57,60,61,61,64,70,72,63,43,22,0,0,10,16,24,32,40,47,52,54,55,56,61,69,73,64,45,24,0,0,9,16,25,36,48
Apteka Wielkopolska,0,12,27,45,64,79,85,88,93,100,100,88,64,38,17,0,0,0,0,22,46,38,46,61,62,58,58,70,85,87,69,45,22,0,0,0,0,14,33,51,51,45,53,77,98,100,83,69,59,40,17,0,0,0,0,14,30,48,59,59,51,48,58,69,62,45,29,16,4,0,0,0,0,24,40,58,67,66,56,48,54,69,67,46,35,35,12,0,0,0,0,0,37,62,62,74,59,41,45,50,46,35,20,9,3,0,0,0,0,12,27,45,64,79,85,88,93,100,100,88,64,38,17,0,0,0,0,22,46,38,46,61,62,58,58,70,85,87,69,45,22,0,0,0,0,14,33,51,51,45,53,77,98,100,83,69,59,40,17,0,0,0,0,14,30,48,59,59
Delta Biuro Tłumaczeń i Obsługi Biznesu,0,0,0,71,57,78,85,85,64,42,28,0,0,0,0,0,0,0,0,0,0,57,85,92,85,100,100,42,0,0,0,0,0,0,0,0,0,0,0,85,100,50,71,85,85,64,35,0,0,0,0,0,0,0,0,0,0,71,57,78,85,85,64,42,28,0,0,0,0,0,0,0,0,0,0,57,85,92,85,100,100,42,0,0,0,0,0,0,0,0,0,0,0,85,100,50,71,85,85,64,35,0,0,0,0,0,0,0,0,0,0,71,57,78,85,85,64,42,28,0,0,0,0,0,0,0,0,0,0,57,85,92,85,100,100,42,0,0,0,0,0,0,0,0,0,0,0,85,100,50,71,85,85,64,35,0,0,0,0,0,0,0,0,0,0,71,57,78
Bank Pekao,0,0,0,62,88,100,94,85,91,88,51,0,0,0,0,0,0,0,0,0,0,51,70,86,94,90,76,58,40,0,0,0,0,0,0,0,0,0,0,62,79,85,81,81,90,81,48,0,0,0,0,0,0,0,0,0,0,38,53,65,72,72,65,53,38,0,0,0,0,0,0,0,0,0,0,58,86,97,84,63,59,68,60,0,0,0,0,0,0,0,0,0,0,62,88,100,94,85,91,88,51,0,0,0,0,0,0,0,0,0,0,51,70,86,94,90,76,58,40,0,0,0,0,0,0,0,0,0,0,62,79,85,81,81,90,81,48,0,0,0,0,0,0,0,0,0,0,38,53,65,72,72,65,53,38,0,0,0,0,0,0,0,0,0,0,58,86,97
SPEC KABLE - Hurtownia i sklep elektryczny,0,0,72,100,77,45,47,70,83,68,0,0,0,0,0,0,0,0,0,0,67,95,76,53,60,74,69,44,0,0,0,0,0,0,0,0,0,0,60,78,44,50,70,78,72,53,0,0,0,0,0,0,0,0,0,0,55,79,55,48,65,76,69,49,0,0,0,0,0,0,0,0,0,0,49,66,64,61,71,82,76,54,0,0,0,0,0,0,0,0,0,0,72,100,77,45,47,70,83,68,0,0,0,0,0,0,0,0,0,0,67,95,76,53,60,74,69,44,0,0,0,0,0,0,0,0,0,0,60,78,44,50,70,78,72,53,0,0,0,0,0,0,0,0,0,0,55,79,55,48,65,76,69,49,0,0,0,0,0,0,0,0,0,0,49,66,64,61
Biedronka,0,11,19,28,40,51,61,67,70,74,81,91,100,99,87,64,40,20,0,16,26,37,46,55,65,72,74,73,74,80,88,90,80,60,38,19,0,10,18,27,36,45,53,60,65,68,72,78,83,84,76,60,41,23,0,13,22,31,42,51,58,61,61,61,62,68,77,81,76,61,40,20,0,17,28,40,53,64,71,76,77,78,80,83,89,93,91,75,51,26,0,15,27,44,63,80,94,99,96,87,77,73,75,80,78,67,47,26,0,11,19,28,40,51,61,67,70,74,81,91,100,99,87,64,40,20,0,16,26,37,46,55,65,72,74,73,74,80,88,90,80,60,38,19,0,10,18,27,36,45,53,60,65,68,72,78,83,84,76,60,41,23,0,13,22,31,42,51
Kalamis,0,0,21,50,64,42,21,21,35,57,64,57,42,21,0,0,0,0,0,0,0,0,0,21,35,50,71,85,85,85,92,50,0,0,0,0,0,0,0,0,21,64,71,35,42,85,100,71,50,35,0,0,0,0,0,0,85,57,28,42,50,35,0,0,7,14,14,0,0,0,0,0,0,0,42,71,92,92,64,35,0,0,0,0,0,0,0,0,0,0,0,0,21,50,64,42,21,21,35,57,64,57,42,21,0,0,0,0,0,0,0,0,0,21,35,50,71,85,85,85,92,50,0,0,0,0,0,0,0,0,21,64,71,35,42,85,100,71,50,35,0,0,0,0,0,0,85,57,28,42,50,35,0,0,7,14,14,0,0,0,0,0,0,0,42,71,92,92
Proderma,0,0,0,31,44,47,50,60,70,72,60,44,0,0,0,0,0,0,0,0,0,21,36,52,60,59,55,68,95,96,0,0,0,0,0,0,0,0,0,27,45,55,55,49,52,73,98,98,0,0,0,0,0,0,0,0,0,34,59,77,78,68,65,78,98,100,0,0,0,0,0,0,0,0,0,34,55,70,73,63,49,40,37,31,0,0,0,0,0,0,0,0,0,31,44,47,50,60,70,72,60,44,0,0,0,0,0,0,0,0,0,21,36,52,60,59,55,68,95,96,0,0,0,0,0,0,0,0,0,27,45,55,55,49,52,73,98,98,0,0,0,0,0,0,0,0,0,34,59,77,78,68,65,78,98,100,0,0,0,0,0,0,0,0,0,34,55,70
epaka.pl - punkt nadań i odbioru przesyłek,0,0,40,100,59,53,65,68,59,40,0,0,0,0,0,0,0,0,0,0,40,87,43,21,34,50,56,50,0,0,0,0,0,0,0,0,0,0,43,53,62,62,59,53,68,84,0,0,0,0,0,0,0,0,0,0,31,46,59,65,65,56,40,28,0,0,0,0,0,0,0,0,0,0,25,46,65,68,56,50,62,50,0,0,0,0,0,0,0,0,0,0,40,100,59,53,65,68,59,40,0,0,0,0,0,0,0,0,0,0,40,87,43,21,34,50,56,50,0,0,0,0,0,0,0,0,0,0,43,53,62,62,59,53,68,84,0,0,0,0,0,0,0,0,0,0,31,46,59,65,65,56,40,28,0,0,0,0,0,0,0,0,0,0,25,46,65,68
Ptasie Radio,0,0,0,25,51,81,100,100,85,70,62,60,58,50,38,25,0,0,0,0,0,19,26,34,42,48,51,51,49,46,52,70,75,48,0,0,0,0,0,19,28,35,38,37,36,36,41,51,58,56,45,30,0,0,0,0,0,27,40,48,45,34,22,19,30,55,81,90,74,46,0,0,0,0,0,18,28,37,44,46,46,45,47,50,53,51,43,32,0,0,0,0,0,15,22,27,33,37,40,42,43,46,57,77,92,81,50,0,0,0,0,20,35,52,68,78,81,77,72,70,76,82,82,70,50,0,0,0,0,25,51,81,100,100,85,70,62,60,58,50,38,25,0,0,0,0,0,19,26,34,42,48,51,51,49,46,52,70,75,48,0,0,0,0,0,19,28,35
Atelier-Kulisy - wypożyczalnia kostiumów i peruk,0,0,0,0,0,0,66,93,93,73,80,100,46,0,0,0,0,0,0,0,0,0,0,0,33,46,46,46,40,26,13,0,0,0,0,0,0,0,0,0,0,0,60,73,80,73,60,46,26,0,0,0,0,0,0,0,0,0,0,0,40,60,73,80,80,60,40,0,0,0,0,0,0,0,0,0,0,0,33,53,73,86,93,93,80,0,0,0,0,0,0,0,0,0,0,0,66,93,93,73,80,100,46,0,0,0,0,0,0,0,0,0,0,0,33,46,46,46,40,26,13,0,0,0,0,0,0,0,0,0,0,0,60,73,80,73,60,46,26,0,0,0,0,0,0,0,0,0,0,0,40,60,73,80,80,60,40,0,0,0,0,0,0,0,0,0,0,0
Shisha Club Gallery,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,17,15,9,0,0,0,0,0,0,0,0,0,0,0,2,5,15,28,38,36,24,16,15,0,0,0,0,0,0,0,0,0,0,0,5,9,15,22,30,35,35,30,22,0,0,0,0,0,0,0,0,0,0,0,4,14,18,19,28,37,39,32,21,0,0,0,0,0,0,0,0,0,0,0,3,7,16,27,39,47,52,49,38,0,0,0,0,0,0,0,0,0,0,0,11,22,39,60,80,93,94,82,63,0,0,0,0,0,0,0,0,0,0,0,0,6,19,41,72,97,100,80,51,0,0,0,0,0,0,0,0,0,0,0,0,4,10,15,17,15,9,0,0,0,0,0,0,0,0,0,0,0,2
T. Łomnicki Nowy Theatre,1,1,1,1,0,1,2,2,3,4,5,6,15,42,78,89,81,59,26,6,1,0,1,1,1,1,1,4,6,9,11,12,12,11,10,8,7,5,4,3,2,1,0,1,1,1,1,1,1,1,1,3,5,7,9,11,12,13,13,13,14,32,73,82,78,67,27,3,1,1,1,1,1,1,3,5,8,10,13,14,14,14,12,11,13,25,42,52,46,30,15,5,1,1,1,1,1,1,0,1,3,6,9,12,14,15,14,12,12,14,21,28,27,19,8,1,1,1,1,1,1,1,1,3,6,10,13,15,16,15,13,12,15,27,48,65,63,44,23,9,3,0,1,1,1,1,1,0,0,1,2,3,4,6,7,10,19,41,75,100,93,61,30,12,5,2,0,0
Księgarnia Omnibus,0,0,0,0,42,71,94,100,88,62,34,17,0,0,0,0,0,0,0,0,0,0,28,65,91,85,68,62,57,40,0,0,0,0,0,0,0,0,0,0,31,54,71,80,91,94,77,48,0,0,0,0,0,0,0,0,0,0,54,100,85,48,45,57,57,37,0,0,0,0,0,0,0,0,0,0,37,51,60,54,48,48,42,22,0,0,0,0,0,0,0,0,0,0,42,71,94,100,88,62,34,17,0,0,0,0,0,0,0,0,0,0,28,65,91,85,68,62,57,40,0,0,0,0,0,0,0,0,0,0,31,54,71,80,91,94,77,48,0,0,0,0,0,0,0,0,0,0,54,100,85,48,45,57,57,37,0,0,0,0,0,0,0,0,0,0,37,51
Kancelaria Notarialna Paweł Kolasa notariusz Andrzej Kolasa notariusz S.C.,0,0,2,27,63,80,77,72,63,50,27,0,0,0,0,0,0,0,0,0,22,38,61,80,94,100,94,77,58,0,0,0,0,0,0,0,0,0,22,44,61,66,69,77,86,86,72,0,0,0,0,0,0,0,0,0,13,30,33,27,30,44,52,52,41,0,0,0,0,0,0,0,0,0,19,50,80,88,72,58,63,72,61,0,0,0,0,0,0,0,0,0,2,27,63,80,77,72,63,50,27,0,0,0,0,0,0,0,0,0,22,38,61,80,94,100,94,77,58,0,0,0,0,0,0,0,0,0,22,44,61,66,69,77,86,86,72,0,0,0,0,0,0,0,0,0,13,30,33,27,30,44,52,52,41,0,0,0,0,0,0,0,0,0,19,50,80,88
Biedronka,0,37,72,90,77,60,60,72,80,77,62,47,32,25,20,17,12,10,0,67,100,97,72,60,60,65,62,55,45,30,20,10,2,2,17,12,0,30,47,57,55,45,37,35,37,35,30,20,15,17,27,30,20,7,0,30,42,50,50,42,37,42,50,52,40,25,20,20,20,17,12,5,0,32,55,67,70,65,57,55,52,50,45,37,27,20,12,5,2,2,0,42,55,40,47,55,55,50,47,42,42,40,35,27,20,10,5,2,0,37,72,90,77,60,60,72,80,77,62,47,32,25,20,17,12,10,0,67,100,97,72,60,60,65,62,55,45,30,20,10,2,2,17,12,0,30,47,57,55,45,37,35,37,35,30,20,15,17,27,30,20,7,0,30,42,50,50,42
Bank Pocztowy,0,0,0,97,97,81,74,64,57,71,62,0,0,0,0,0,0,0,0,0,0,92,85,75,81,87,81,65,44,0,0,0,0,0,0,0,0,0,0,62,65,92,100,85,78,68,44,0,0,0,0,0,0,0,0,0,0,84,80,72,68,62,57,62,50,0,0,0,0,0,0,0,0,0,0,75,78,70,65,70,75,68,47,0,0,0,0,0,0,0,0,0,0,97,97,81,74,64,57,71,62,0,0,0,0,0,0,0,0,0,0,92,85,75,81,87,81,65,44,0,0,0,0,0,0,0,0,0,0,62,65,92,100,85,78,68,44,0,0,0,0,0,0,0,0,0,0,84,80,72,68,62,57,62,50,0,0,0,0,0,0,0,0,0,0,75,78,70
Logos Travel,0,0,23,56,79,71,66,66,56,41,23,10,10,0,0,0,0,0,0,0,30,66,89,82,71,69,61,46,28,15,5,0,0,0,0,0,0,0,48,79,82,79,89,94,82,53,28,12,5,0,0,0,0,0,0,0,38,56,74,87,89,79,64,46,28,15,7,0,0,0,0,0,0,0,35,71,97,100,84,76,76,64,41,23,15,0,0,0,0,0,0,0,23,56,79,71,66,66,56,41,23,10,10,0,0,0,0,0,0,0,30,66,89,82,71,69,61,46,28,15,5,0,0,0,0,0,0,0,48,79,82,79,89,94,82,53,28,12,5,0,0,0,0,0,0,0,38,56,74,87,89,79,64,46,28,15,7,0,0,0,0,0,0,0,35,71,97,100
elektroserwis40,0,0,0,27,27,32,42,50,60,55,0,0,0,0,0,0,0,0,0,0,0,30,45,52,50,50,55,50,0,0,0,0,0,0,0,0,0,0,0,20,35,42,37,27,40,100,0,0,0,0,0,0,0,0,0,0,0,47,60,65,62,65,67,60,0,0,0,0,0,0,0,0,0,0,0,20,30,27,25,55,87,57,0,0,0,0,0,0,0,0,0,0,0,0,37,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,32,42,50,60,55,0,0,0,0,0,0,0,0,0,0,0,30,45,52,50,50,55,50,0,0,0,0,0,0,0,0,0,0,0,20,35,42,37,27,40,100,0,0,0,0,0,0,0,0,0,0,0,47,60,65
Art Line 1997,0,0,0,56,78,82,75,66,61,50,0,0,0,0,0,0,0,0,0,0,0,68,68,64,71,77,71,56,0,0,0,0,0,0,0,0,0,0,0,78,77,80,92,100,94,77,0,0,0,0,0,0,0,0,0,0,0,54,66,68,70,71,66,52,0,0,0,0,0,0,0,0,0,0,0,56,68,71,75,80,78,63,0,0,0,0,0,0,0,0,0,0,0,56,78,82,75,66,61,50,0,0,0,0,0,0,0,0,0,0,0,68,68,64,71,77,71,56,0,0,0,0,0,0,0,0,0,0,0,78,77,80,92,100,94,77,0,0,0,0,0,0,0,0,0,0,0,54,66,68,70,71,66,52,0,0,0,0,0,0,0,0,0,0,0,56,68,71
Stomar Plus. Prywatna przychodnia stomatologiczna,0,0,27,41,48,46,39,39,44,48,41,25,11,2,0,0,0,0,0,0,2,2,4,11,30,55,86,100,90,65,37,16,0,0,0,0,0,0,0,2,4,16,34,53,67,67,53,34,32,27,0,0,0,0,0,0,11,18,27,34,37,41,51,67,76,62,34,11,0,0,0,0,0,0,65,97,72,67,74,69,58,41,25,11,4,2,0,0,0,0,0,0,27,41,48,46,39,39,44,48,41,25,11,2,0,0,0,0,0,0,2,2,4,11,30,55,86,100,90,65,37,16,0,0,0,0,0,0,0,2,4,16,34,53,67,67,53,34,32,27,0,0,0,0,0,0,11,18,27,34,37,41,51,67,76,62,34,11,0,0,0,0,0,0,65,97,72,67
