kaponiera,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
teatralny,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
dworcowy,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
wierzb,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
wroclaw,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
solna,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
wielkop,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
cyryl,6,13,21,29,37,43,48,52,56,60,64,68,69,66,58,47,32,18,7,0,0,0,0,0
