,Avg. distances,Avg. times
0,83.40334137389367,496.68334721065776
1,1170.8188059418683,572.7049958368026
2,96.06145240218905,501.343213988343
3,88.35897443161504,338.55167915625873
4,90.82037806063282,464.9628920344158
5,161.01771160786978,578.5271162919789
6,88.24045102844528,501.5991673605329
7,98.80494667756716,492.7721898417984
8,92.83560802842857,523.6346378018318
9,441.6249518474606,590.3393838467944
10,1617.9181496390866,600.0
11,1756.6543714301743,600.0
12,2030.0569425780077,600.0
13,1904.004594226184,600.0
14,1872.5130737141042,594.6569525395504
15,1843.5791275148883,597.8621149042465
16,1576.1776386267707,598.4933111296142
17,1839.5117311907484,600.0
18,273.1814972527844,497.2483763530392
19,238.50448668346584,441.2564252012212
20,360.456871903209,544.0610047182903
21,322.34479105537366,597.8634471273938
22,339.353302800336,526.8297252289758
23,410.1133904885618,563.094532334166
24,355.94634464066047,560.836913683042
25,425.13064012551615,544.7522897585345
26,226.89651415342016,454.90241465445456
27,328.08394733406743,599.4594227033027
28,304.4356179100086,593.7282819872328
29,310.6249370468131,534.1201221204551
30,312.7841851231773,599.3191507077436
31,208.66533320136406,573.3206217041354
32,288.8293041382929,593.8212600610601
33,287.8176320974561,578.8241187898973
34,361.4869331412509,599.5965861781848
35,275.0174342901663,580.8775742436858
36,638.3290066312272,590.3510685539827
37,239.32183920268156,532.3650291423812
38,394.5858378007302,567.204024424091
39,771.7220475599913,598.2290313627533
40,687.0250855948335,595.4477102414654
41,289.32580793421704,517.0410491257286
42,1519.3423983737218,600.0
43,523.7383255117329,581.4419372744934
44,696.4921316024528,591.8794893144602
45,393.74850880445797,587.3793505412158
46,102.0748452460704,529.817873993894
47,99.46196795490603,353.1383014154871
48,109.4710631152508,511.58329170136
49,254.38594383063355,599.0940882597835
50,96.26104346223214,374.3590341382182
51,104.68149358758843,480.3205661948376
52,97.78815507789903,532.3188731612544
53,109.47554127312141,493.27540938107137
54,133.28917881799063,454.99836247571466
55,200.1210426374218,530.7048015542603
56,131.9231909597624,471.5001942825424
57,132.69246130310884,271.02825423258395
58,131.6374981048355,465.1609769636414
59,184.29389135995507,540.2335276158757
60,129.95087865036268,387.16738828753813
61,132.70910835662414,456.20013877324453
62,129.47206404018547,425.99494865389954
63,196.42455156642382,356.8473494310297
64,279.0282827983855,437.3462114904247
65,309.3662234930225,558.193366638912
66,296.4784755039461,466.50574521232306
67,193.41117530407334,339.4360532889259
68,573.1687923072143,566.7831529281154
69,282.3433737785591,454.04820982514565
70,262.9532804196729,414.7660838190397
71,285.07406146911023,447.5977796280877
72,481.98299256178626,494.67638079378287
73,115.74617076115032,229.46394671107416
74,147.54144447766296,297.92572855953375
75,299.91347512640385,580.8681654177076
76,457.5265229841349,483.11518179295035
77,297.46754460478724,357.2251179572578
78,259.4273433865819,343.87357757424365
79,401.4291909074427,436.27790729947264
80,142.06133686760768,260.4372189841798
81,72.0845501055347,340.5288925895087
82,69.25837547704505,251.7240355259506
83,68.68983877264239,141.79175686927562
84,70.40103686005635,282.50016652789344
85,110.35394470101393,466.56702747710244
86,69.47713786220629,403.9021648626145
87,69.99786333131956,355.47255065223425
88,75.49179957934767,318.06491812378573
89,70.82951711236028,315.88939772411874
90,397.86513400404374,595.6915903413822
91,233.21448745218237,590.1288925895088
92,455.6019401725418,577.1251457119068
93,408.10297102892673,512.1940605051346
94,508.95222892822346,582.6254510130448
95,435.1476387605848,595.9185678601166
96,561.3841598659565,600.0
97,441.1991533723389,596.6016375242853
98,559.046676120642,600.0
99,1636.463194816366,596.9540383014155
100,289.83955144245414,446.6092700527339
101,632.4008388152662,600.0
102,499.6423171134429,534.037191229531
103,703.3220363619187,587.5476824868166
104,291.93039988411425,421.2984457396614
105,672.9215842276456,551.4922564529559
106,389.3335631692589,489.1473216763808
107,685.7099532607654,564.9562309186789
108,185.0427542750387,414.15151262836525
109,310.599769347781,468.2053011379406
110,178.36512055669726,412.2783236192062
111,193.89864382519897,384.7850679988898
112,203.13059911349066,410.0026644462948
113,128.69242572644387,306.4758257008049
114,224.55847974166025,442.308631695809
115,176.71497345617138,402.88096031085206
116,176.68297214474845,392.39028587288374
117,130.9861237648687,367.89775187343884
118,193.26539694177805,361.9006106022759
119,189.1573783050921,384.63774632250903
120,181.49539494953666,372.23089092422975
121,237.23728829313808,420.34104912572855
122,134.42584493192814,312.4039134054954
123,319.18721181541514,410.99264501804055
124,230.26372506961525,366.44640577296695
125,181.8236913636537,375.89586455731336
126,63.7296766037337,299.3580349708576
127,69.2736647907041,355.59278379128506
128,61.07057123045216,307.7856508465168
129,58.91575999377841,344.3004718290314
130,59.04723164922189,308.23458229253407
131,246.96222128094024,579.4502636691647
132,57.02239620344888,310.6615320566195
133,65.42672314124093,344.5963363863448
134,59.590146161590745,300.724784901471
135,246.2133843192229,592.9950319178463
136,289.0327285144892,599.4419650291425
137,279.8225931600261,591.0706633361089
138,294.8493099805224,595.1938384679435
139,72.53002953440952,374.61096308631693
140,293.9929190071701,581.953039134055
141,267.2435381661603,597.10405217874
142,318.12832964104564,599.9685262281432
143,277.2924588591977,587.2166250346934
144,273.985554409815,520.8284485151263
145,222.54667134490978,476.5467388287538
146,232.12554500284708,499.6685539827921
147,278.14798379183503,596.7898695531501
148,305.15391283953755,540.4711629197891
149,250.5403562815105,482.45684152095475
150,204.29958758777963,424.7235081876214
151,196.44642760402493,460.8366916458507
152,231.85422323852362,477.6527893422148
153,148.8117968561626,345.11809603108526
154,147.40724015378805,369.50915903413824
155,151.6596566770897,337.8448515126284
156,154.31567461564273,378.43583125173467
157,183.88103408207309,426.53208437413264
158,157.00750927390553,552.6101026922009
159,148.15021456283517,389.96980294199284
160,153.01720753378584,340.93213988343047
161,151.96378095137268,387.2315292811546
162,123.89814630500719,411.9381903968914
163,100.0195284101367,374.7946433527616
164,104.81791656702416,416.40247016375247
165,120.89320817229817,357.932001110186
166,147.93826924478708,495.5661115736886
167,58.724931936047476,267.3508187621427
168,168.80146229323339,559.4117124618374
169,138.0651714240144,480.7513461004718
170,192.25100476672282,448.0419372744935
171,225.38644034947814,363.20716069941716
172,87.12298864695777,323.46588953649734
173,78.76045555601682,304.634859839023
174,71.84937787508201,291.68076602830973
175,154.6736374184619,418.4120177629753
176,67.83146961481017,252.17998889814046
177,61.85208242606387,272.2240077713017
178,70.20385627313635,261.68054399111855
179,87.87358329143947,354.2946155981127
180,1081.8060882915413,568.7081321121289
181,685.0054897707156,552.5859283930058
182,545.7247705222354,526.5988065500972
183,1040.0398135877094,572.7521232306411
184,871.9292446563321,566.8687482653345
185,1092.4498269857422,584.8224257563143
186,825.3601744016596,547.3811823480434
187,1266.431281280718,593.2007771301693
188,958.2484337317193,553.9369969469885
189,739.1448299352966,575.7231751318345
190,666.5858444643147,542.828837080211
191,443.3109228367015,518.8749653066889
192,496.04761153801707,524.1957812933666
193,473.45653220104975,473.1125728559533
194,513.0864728016217,575.0644185401055
195,460.7523620790764,528.9454066056064
196,436.1392179746859,503.31118512350827
197,469.9580074659314,533.1074104912573
198,366.04589228790536,590.9575631418262
199,286.1990732055768,588.4417429919512
200,1046.151796610675,600.0
201,351.00399525465133,588.1646960865945
202,359.5700070974747,600.0
203,159.47048276378013,512.607771301693
204,341.1543150947689,594.0231196225367
205,357.14761544303974,600.0
206,352.8473365742539,591.4489592006661
207,566.7365389063261,600.0
208,130.3148950146253,518.1048015542603
209,168.0132108027438,526.0196780460727
210,162.70767691553445,570.6928393005829
211,378.5852373052659,599.0291423813488
212,236.5764891858922,583.6084374132668
213,199.460514798496,561.7582292533999
214,188.5620926551842,511.12481265611984
215,174.65973807011693,542.3301415487094
216,284.634115468846,598.269164585068
217,810.2613387322538,600.0
218,256.0213828419581,576.0766583402719
219,275.4133207789899,537.2526228143214
220,254.75540162357902,585.3356924784902
221,265.98692546787777,599.3545101304468
222,268.0332609370601,587.3664168748267
223,231.6190450354293,596.043213988343
224,373.9024328460108,599.1291978906468
225,312.96763083642287,550.5898140438524
226,1478.7288140818096,600.0
227,787.4130183452771,600.0
228,960.4273947909952,598.4600055509297
229,921.2788830064276,600.0
230,890.5913308625614,590.6239800166527
231,940.8068895444187,599.4445462114904
232,469.676817814997,591.0314460172078
233,965.8349022203262,600.0
234,369.33866518096636,454.60885373300033
235,131.99641889116216,361.92858728837075
236,421.8982395098546,507.8021371079656
237,383.2589274432943,520.162836525118
238,301.9618869119113,503.7088814876492
239,400.4587914108211,461.39969469886205
240,442.5501279837222,502.8451568137663
241,457.8115927013202,502.5398834304746
242,242.04733117120819,452.72897585345544
243,484.9758412218011,564.3283374965306
244,137.53500463002888,459.1397169025812
245,144.23855259564655,407.5442686650014
246,150.95773002661417,448.496253122398
247,130.84736409960055,457.70674437968364
248,142.62392438770257,490.1674715514848
249,139.1278832658716,479.0810435747988
250,167.8678945210572,521.0666944213156
251,139.72205808174087,426.4876769358868
252,229.5042955010429,434.7328892589509
253,72.92844873460535,318.61906744379684
254,160.46826609719525,477.2009159034139
255,175.0295338182294,393.8018040521788
256,204.1965988976819,480.5043574798779
257,413.5702547511528,599.7526505689704
258,492.4949437163287,569.1384401887316
259,155.95142557050173,438.4992783791285
260,272.0360709750968,519.5796558423536
261,822.866670737999,599.8084096586178
262,202.95366889063826,551.9312794893144
263,206.98178945816053,599.8863447127394
264,199.14755362595668,583.1340827088537
265,77.75058817297564,382.73125173466553
266,194.47332638657502,547.306355814599
267,214.08854085283954,561.7632805995004
268,195.08924282083754,530.7188176519568
269,213.7407904195172,588.0757424368581
270,171.61070370475738,365.13796835970027
271,226.43247487856365,407.87457674160424
272,170.50126312031983,327.7244240910353
273,168.17375658173884,529.8715237302248
274,171.02872260608166,344.51562586733274
275,82.53144282728702,161.72006661115742
276,173.3592857591869,337.62245351096306
277,169.5929342427308,324.07527060782684
278,173.63417274744975,328.877796280877
279,83.5804701035311,327.4596169858451
280,96.03812816876962,393.751568137663
281,97.07557288271938,211.40183180682763
282,99.65693753889106,372.43077990563415
283,240.32111846109967,527.9798501248958
284,110.19357035651299,460.12917013599775
285,98.78945139952724,399.8926727726895
286,91.44957712193145,367.12062170413543
287,105.62169585411799,436.495115181793
288,136.12544027826206,377.883263946711
289,155.70635146669585,439.70574521232305
290,132.02529918444634,318.43635859006383
291,127.97932310944859,403.9715237302249
292,137.14283661531707,389.52156536219815
293,218.52098572913727,504.0336386344712
294,132.63538612266444,444.4806550097141
295,132.74840250943492,415.78393005828474
296,135.53338879751186,420.3724673882876
297,250.26236871246203,576.3433250069387
298,638.4262547445423,597.348404107688
299,682.9591129521102,600.0
300,720.0454610527862,600.0
301,548.4442918281597,587.9336941437691
302,382.7136715331304,564.1747987787954
303,473.7714524301307,587.6988343047461
304,325.25240583832283,590.85645295587
305,601.1454738785269,586.9856786011658
306,312.76887103624233,564.6170413544269
307,246.11959677414262,561.4728559533722
308,318.026784202943,579.6462392450735
309,316.77186120304486,597.755620316403
310,315.35683482399116,594.8808215376076
311,168.65972647516017,496.20119344990286
312,298.94476585751363,581.6529558701083
313,281.1658312415133,583.014099361643
314,357.416480594367,592.4134054954205
315,182.8287300963659,536.1774909797391
316,129.47316088151854,519.4100471829031
317,127.94546995730906,438.2367194004996
318,132.1100464661764,467.647266167083
319,241.7220359668768,567.3427699139605
320,126.60086983066557,431.62014987510406
321,131.69066588285847,492.9446017207881
322,123.53329099160543,455.02028864834864
323,124.98765395792448,438.485290036081
324,551.513626506292,600.0
325,194.13532725966456,557.058506799889
326,340.5207769342069,600.0
327,533.3088610909145,600.0
328,615.9787112461743,600.0
329,575.823815426158,600.0
330,286.4732168785049,558.153316680544
331,580.1798471501215,600.0
332,815.6058043564935,600.0
333,297.0253596574834,531.8172356369691
334,182.0664517815033,441.0840688315293
335,183.16222863673374,481.0404940327505
336,180.09205293856877,447.6303635859006
337,188.43215852214033,468.8749930613378
338,192.38115458063595,580.349847349431
339,181.84498085662884,466.70488481820706
340,177.57415263638043,460.27923952262006
341,183.99850177972178,472.69369969469886
342,105.969665886205,224.81884540660556
343,352.8716360615808,372.2306688870386
344,103.50984408888735,209.2869275603664
345,98.16663479399567,255.2060227588121
346,99.16758405696531,210.136025534277
347,84.94923100989351,170.02614487926726
348,122.33678266897851,258.1236747155149
349,111.93222122718534,229.66847071884538
350,98.04928034736565,201.38584512905916
351,84.83004056909834,257.76588953649735
352,137.07501440885264,343.1676658340272
353,289.1103276841445,328.40052733832914
354,258.510475374667,435.0235636969192
355,394.18265752383,507.79736330835414
356,199.88236154853666,340.89131279489317
357,272.84536376334523,380.08309741881766
358,863.7626956203818,542.2527060782681
359,284.4967385365844,439.0578961976131
360,62.05080914545127,196.4196502914238
361,62.381267536748275,290.503441576464
362,62.70440996547254,246.66572300860395
363,64.17102689320296,311.9836525117957
364,62.59740400000327,198.27271718012767
365,195.1712058143141,462.3665001387733
366,70.59601142178751,319.3867055231751
367,72.0193939650957,244.71806827643633
368,61.57859367979895,171.72356369691923
369,238.0708868761206,590.9038301415487
370,245.0706083450459,592.0105190119345
371,237.5035004636103,580.7489036913684
372,232.23475089461425,600.0
373,67.13223304483647,454.6253399944492
374,210.63228944816092,553.139772411879
375,206.2926452331633,572.6072439633639
376,250.44141455994463,599.9844296419651
377,236.0054602421081,599.8018318068276
378,1042.065750635294,598.3434637801831
379,761.7877968072115,600.0
380,1996.2557263506071,600.0
381,951.4223234296088,589.7902303635859
382,892.0498890532708,599.8812656119899
383,832.267688644458,587.342936441854
384,978.303913145681,590.0324451845684
385,1092.9530984250775,600.0
386,717.576983098361,598.7127116291979
387,1206.3110593177257,538.6647793505413
388,409.947593334751,429.40704968082156
389,916.3597163921936,597.9587565917291
390,1128.2134197748856,572.0421870663337
391,990.2166541178283,590.3690535664724
392,1363.7036117671098,568.790480155426
393,839.8139812471745,521.6595337218984
394,912.7247759666698,476.2957535387177
395,1166.1600381631688,542.6118789897308
396,1275.8584207382999,599.4846794338051
397,932.510792501767,588.4135997779629
398,966.8865522937791,595.7892867055232
399,1433.6406598023677,600.0
400,1247.830328346572,593.0019428254232
401,1436.9397255858403,587.6988343047461
402,1353.973204307362,598.771773522065
403,1224.426099730147,599.6566194837635
404,847.2407522483829,596.2094365806272
405,478.6168758988697,588.7847904524009
406,533.8235079234609,600.0
407,461.94756456983094,563.0552872606162
408,407.2636419508011,600.0
409,412.1139083274289,598.316430752151
410,536.90275283145,599.9270607826811
411,465.87298040949975,595.4197890646684
412,614.1754292893354,590.3359700249791
413,453.5249353468875,599.0510407993339
414,121.4540893178321,489.9862336941438
415,119.1548948475522,432.6341937274493
416,120.01458588522969,539.1807382736608
417,116.69299530351869,467.2415764640577
418,117.73135795564318,500.89053566472376
419,159.2947247102427,546.1070219261726
420,113.14284148070418,406.711823480433
421,115.97092531438567,469.4160421870664
422,137.085890373301,532.4120455176242
423,160.7628583320609,463.1827921176797
424,158.01606893675498,470.4892589508743
425,156.63085622786554,519.121343325007
426,153.61005522997056,431.80457951706916
427,120.70330661374409,406.62200943658064
428,165.95971032576836,539.8653066888703
429,164.32559530165355,486.3506244796003
430,153.19924940610647,458.8500693866223
431,155.68635822807485,469.0075770191508
432,250.4257290972288,486.4113794060505
433,271.821048916866,484.2053566472384
434,249.50629196233757,513.1876769358869
435,249.744173271271,588.2325284485152
436,235.141687970392,465.22170413544274
437,87.89621341067486,239.93744102137111
438,256.84412631953063,493.2948376353039
439,253.3822818842492,490.3357757424369
440,240.797608009326,491.20546766583396
441,88.40830023808576,472.1239800166528
442,94.084589836699,456.69839023036354
443,91.53828748805878,256.4713849569803
444,97.60495312891054,531.4481820704967
445,295.7990860883653,587.253594227033
446,89.75586315163054,387.33016930335833
447,94.88602388713684,491.682986400222
448,107.87657932984537,516.6900083263947
449,96.165821046476,478.2567027477103
450,417.56413289346506,595.5164862614488
451,782.6779012982632,600.0
452,446.39019988003747,600.0
453,432.71637555386667,576.9212600610603
454,442.1514757469133,600.0
455,390.82147496931316,600.0
456,348.1253096292439,554.2378295864557
457,524.8941728534946,600.0
458,268.4010671178729,598.2102137107966
459,303.0572728384399,486.5365528726062
460,418.32076361092913,558.5763252844852
461,469.1704502389869,549.6882875381626
462,512.4762011322273,565.012961421038
463,507.8272489071395,570.3166527893422
464,662.9851403846337,599.3850957535387
465,513.979892901301,564.0904801554261
466,734.0788452983331,586.9204274215931
467,496.5306776372824,565.1963918956426
468,1217.7861864334166,587.7359700249791
469,830.0898729716752,596.0520399666945
470,663.648140393907,591.9397169025812
471,1037.09725012782,545.2338884263114
472,894.9308097200114,587.5954482375797
473,1301.1255065204844,594.2356369691923
474,1373.6678492524445,599.9290591174022
475,1142.3993226469597,588.2414654454622
476,508.0617179203983,568.0383846794338
477,524.4008853326704,523.3313349986123
478,911.4043556100421,552.2706910907577
479,306.6355824865073,584.771162919789
480,318.4691624448913,433.31276713849564
481,234.01340835034813,350.20077713016934
482,259.2212155422714,404.36691645850675
483,231.88187759726418,398.3910074937552
484,780.4574115158593,566.8689703025257
485,321.962208334799,434.0519289480988
486,205.40873054315807,394.5401887316126
487,201.73680278809738,409.8198723286151
488,197.57664813514523,396.74832084374134
489,202.07984797490158,438.67760199833475
490,201.1191519145792,400.80247016375245
491,245.83409447777447,447.6166805439911
492,226.55319781841268,561.1171523730225
493,201.72011402218004,407.7492645018041
494,232.61399954457553,439.26255897862893
495,305.11075569429164,599.610657785179
496,259.9783000037408,585.5954482375797
497,246.9342954054016,539.5986677768526
498,243.94992497109646,577.694504579517
499,205.96432033792124,568.7004718290314
500,233.71626390452786,485.2341104635027
501,356.41207262996795,598.7964196502915
502,221.58628370960216,578.5278656674993
503,251.274234426211,590.8111573688592
504,181.67860687753404,558.9164585067998
505,541.8877588473681,600.0
506,196.49876166506752,578.0883152928116
507,189.28328056594088,346.33652511795725
508,181.33309325112089,570.3187898973079
509,114.96380244177502,450.142658895365
510,172.60227459299267,409.24018873161253
511,177.93667981108464,568.2940049958368
512,244.61235357140433,586.9801554260339
513,110.77002030972059,220.26788787121842
514,144.39046768829502,282.9971412711629
515,143.16367709843212,320.31668054399114
516,132.2783692465311,264.26358590063836
517,210.70830674032115,380.2645850679989
518,335.4733991297171,423.7292256452956
519,143.76209044958065,281.81953927282814
520,123.99098584929719,244.3359700249792
521,142.3420990008099,262.05370524562863
522,234.53499778742602,349.38934221482094
523,77.02195118870996,183.3671107410491
